GO Categories,Gene Symbol,Normals_NB.MYCN.A_logFC_mean,Normals_NB.MYCN.NA_logFC_mean,Normals_NB.Unknown_logFC_mean,Normals_NB.MYCN.A_PValue_mean,Normals_NB.MYCN.NA_PValue_mean,Normals_NB.Unknown_PValue_mean,Normals_NB.MYCN.A_FDR_mean,Normals_NB.MYCN.NA_FDR_mean,Normals_NB.Unknown_FDR_mean
GO:0140916:zinc ion import into lysosome,"AP3D1, SLC30A3, SLC30A4",0.440976984,-0.137597669,0.286648942,3.17E-07,0.028601439,0.036163977,1.72E-06,0.054981837,0.135378551
GO:0140924:L-kynurenine transmembrane transport,SLC7A11,-1.617638451,-1.701889717,0.445912706,3.61E-05,2.15E-12,0.492431584,0.000153259,1.35E-11,0.912407786
GO:0140926:L-kynurenine transmembrane transporter activity,SLC7A11,-1.617638451,-1.701889717,0.445912706,3.61E-05,2.15E-12,0.492431584,0.000153259,1.35E-11,0.912407786
GO:0140928:inhibition of non-skeletal tissue mineralization,"ABCC6, ALPL, ANKH, NT5E",-1.381615638,-1.859706686,-1.739825161,0.190591867,9.74E-05,0.198330824,0.256199335,0.000281473,0.396294959
GO:0140929:mannose:sodium symporter activity,SLC5A10,-2.727697519,-2.963602804,-4.986706169,6.91E-07,1.25E-23,0.000527716,3.81E-06,1.70E-22,0.004455387
GO:0140930:fructose:sodium symporter activity,SLC5A10,-2.727697519,-2.963602804,-4.986706169,6.91E-07,1.25E-23,0.000527716,3.81E-06,1.70E-22,0.004455387
GO:0140945:histone H3K4 monomethyltransferase activity,"KMT2A, KMT2D",0.592518911,0.182166102,0.31785521,0.000531513,0.499801765,0.242599477,0.001763434,0.502441383,0.532188214
GO:0140947:histone H3K9me2 methyltransferase activity,SETDB1,1.463646258,1.159004789,1.100751711,1.17E-46,2.56E-28,7.65E-10,3.83E-44,4.67E-27,3.61E-08
GO:0140948:histone H3K9 monomethyltransferase activity,SETDB1,1.463646258,1.159004789,1.100751711,1.17E-46,2.56E-28,7.65E-10,3.83E-44,4.67E-27,3.61E-08
GO:0140949:histone H3K9 trimethyltransferase activity,SETDB1,1.463646258,1.159004789,1.100751711,1.17E-46,2.56E-28,7.65E-10,3.83E-44,4.67E-27,3.61E-08
GO:0140965:secondary piRNA processing,PIWIL2,1.453812279,1.397559694,-1.059366224,0.000147588,3.55E-05,0.042997263,0.000566241,0.000116682,0.154735214
GO:0140968:polyspecific organic cation:proton antiporter activity,"SLC47A1, SLC47A2",-3.60479582,-3.147470382,-3.383213324,1.50E-06,4.93E-13,0.004246882,7.53E-06,3.16E-12,0.023559839
GO:0140983:calcium:manganese antiporter activity,SLC30A10,-0.556751784,-1.054068019,-0.833099346,0.32186188,0.002158999,0.599536211,0.560642202,0.005634977,1
GO:0140999:histone H3K4 trimethyltransferase activity,"KMT2A, KMT2D",0.592518911,0.182166102,0.31785521,0.000531513,0.499801765,0.242599477,0.001763434,0.502441383,0.532188214
GO:0141005:retrotransposon silencing by heterochromatin formation,"MORC1, PIWIL2",0.49054643,1.992439821,-0.602700844,0.21941392,3.99E-05,0.521182936,0.356273601,0.000130326,0.577367607
GO:0141006:piRNA-mediated retrotransposon silencing by heterochromatin formation,PIWIL2,1.453812279,1.397559694,-1.059366224,0.000147588,3.55E-05,0.042997263,0.000566241,0.000116682,0.154735214
GO:0141007:siRNA-mediated retrotransposon silencing by heterochromatin formation,"MAEL, MYBL1, PIWIL2, TDRD1",0.572541159,0.502317713,1.406582065,0.416020555,0.233662305,0.080171151,0.572649891,0.251012509,0.198129659
GO:0141008:retrotransposon silencing by mRNA destabilization,PIWIL2,1.453812279,1.397559694,-1.059366224,0.000147588,3.55E-05,0.042997263,0.000566241,0.000116682,0.154735214
GO:0141013:purine nucleotide import into lysosome,SLC17A9,-1.47051056,-1.337230526,-2.655975982,0.000120799,2.62E-08,0.001690519,0.000470352,1.17E-07,0.011599972
GO:0141038:phosphatidylinositol 3-kinase activator activity,"FLT3, LYN, PRKD1",-1.916457123,-1.819518764,-1.607191822,4.14E-05,5.11E-07,0.050837698,0.000160834,1.94E-06,0.154049499
GO:0141039:phosphatidylinositol 3-kinase inhibitor activity,"PIK3IP1, WDR81",-0.737121112,-0.201653218,0.049838523,0.011910818,0.002709889,0.374915753,0.028274189,0.006963979,0.674857239
GO:0141040:very-long-chain 3-oxoacyl-CoA reductase activity,HSD17B12,-0.871601767,-0.878233457,-1.335605421,1.50E-06,4.81E-08,2.35E-06,7.83E-06,2.10E-07,4.59E-05
GO:0141068:autosome genomic imprinting,"PIK3CA, ZFP57",-1.217106598,-1.208199867,-1.045687462,0.006203698,6.05E-06,0.422947656,0.017106291,2.15E-05,0.638967087
GO:0141109:transporter activator activity,ATP6AP1,0.275103242,0.742677268,0.888404079,0.029451982,6.25E-14,2.36E-05,0.071489985,4.38E-13,0.000328586
GO:0150002:distal dendrite,SLC1A1,-0.560930977,-0.815501128,-1.390292992,0.066270195,6.38E-05,0.0322745,0.146078871,0.000203232,0.124183902
GO:0150003:regulation of spontaneous synaptic transmission,"AGER, APP, ITGB1, SLC12A2",-1.286766211,-1.344221845,-1.438770398,8.89E-06,5.22E-06,0.189467109,4.05E-05,1.76E-05,0.296987267
GO:0150007:clathrin-dependent synaptic vesicle endocytosis,ITSN1,0.036378314,-0.11292078,0.349844998,0.778231583,0.186851387,0.141895518,1,0.328183804,0.387292685
GO:0150011:regulation of neuron projection arborization,"MACF1, MFSD2A, NTNG1, NTNG2",0.244710308,0.281251865,0.580524924,0.001285256,1.66E-06,0.067872096,0.003738328,6.01E-06,0.190593064
GO:0150012:positive regulation of neuron projection arborization,"DLG4, FZD4, WNT5A",-1.489359696,-1.349316112,-0.694264779,0.138662425,0.000750188,0.092332212,0.229484259,0.001952687,0.246912422
GO:0150018:basal dendrite development,NRP1,-0.867988903,-0.071954442,-0.121608652,0.000233632,0.623886437,0.787577565,0.000865864,0.900215203,1
GO:0150019:basal dendrite morphogenesis,TAOK2,-0.145511892,0.149145711,0.164388693,0.214906445,0.05534782,0.392756699,0.402629884,0.111618236,0.812990624
GO:0150020:basal dendrite arborization,"NRP1, TAOK2",-0.506750397,0.038595634,0.021390021,0.107570038,0.339617128,0.590167132,0.201747874,0.50591672,0.906495312
GO:0150024:oxidised low-density lipoprotein particle clearance,CD36,-2.456868581,-3.019435651,-3.398519986,2.87E-08,5.17E-34,0.00016522,1.93E-07,1.31E-32,0.00170203
GO:0150025:oxidised low-density lipoprotein particle receptor activity,CD36,-2.456868581,-3.019435651,-3.398519986,2.87E-08,5.17E-34,0.00016522,1.93E-07,1.31E-32,0.00170203
GO:0150032:positive regulation of protein localization to lysosome,GPR137B,-1.1966884,-1.14503139,-0.767369555,1.68E-08,1.11E-08,0.078323779,1.17E-07,5.10E-08,0.247484683
"GO:0150035:regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission",SYT4,0.457918193,1.187489536,2.360793273,0.393679069,0.00095112,0.007823619,0.657719878,0.002608132,0.040391153
GO:0150037:regulation of calcium-dependent activation of synaptic vesicle fusion,PRRT2,1.426753619,1.674609667,1.007912143,3.54E-05,2.67E-12,0.071977016,0.000150295,1.66E-11,0.231743104
GO:0150043:structural constituent of synapse-associated extracellular matrix,"HAPLN4, LAMB2",-0.401510126,-1.097620708,-0.172760571,0.093510566,0.089280011,0.033539068,0.17898187,0.157735615,0.10978203
GO:0150044:regulation of postsynaptic dense core vesicle exocytosis,SYT4,0.457918193,1.187489536,2.360793273,0.393679069,0.00095112,0.007823619,0.657719878,0.002608132,0.040391153
GO:0150045:regulation of synaptic signaling by nitric oxide,ROR2,0.188736226,-1.460603731,-1.478018386,0.62960577,5.56E-10,0.041452251,0.942305183,2.87E-09,0.150397891
GO:0150047:G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential,"GABBR1, GABRB1",-0.391580002,-0.024723119,0.711709949,0.402285631,0.007733385,0.279790498,0.663230364,0.017505346,0.553161521
GO:0150053:cerebellar climbing fiber to Purkinje cell synapse,"ITGB1, PLXNA4, PLXNC1, SORT1",-0.113742566,0.674077503,0.927203816,0.080611957,8.87E-06,0.234080765,0.142533652,2.92E-05,0.294123652
GO:0150054:regulation of postsynaptic neurotransmitter receptor diffusion trapping,ITGB3,-1.118175281,-1.47458536,-0.377693808,0.000783616,7.44E-11,0.561263335,0.0026552,4.11E-10,0.995389127
GO:0150056:amylin receptor complex 1,CALCR,-3.523588403,-1.135880604,-1.063752955,6.78E-10,0.002320087,0.305561401,5.68E-09,0.006024466,0.680807273
GO:0150057:amylin receptor complex 2,CALCR,-3.523588403,-1.135880604,-1.063752955,6.78E-10,0.002320087,0.305561401,5.68E-09,0.006024466,0.680807273
GO:0150058:amylin receptor complex 3,"CALCR, RAMP3",-2.335539021,-0.671869268,-0.864461794,0.000196372,0.130728002,0.254517756,0.000701441,0.220602601,0.594209065
GO:0150062:complement-mediated synapse pruning,"C3, ITGAM, TREM2",-0.561848981,-0.122539019,-0.639112043,0.001701593,0.085157903,0.251211624,0.005254606,0.143273371,0.349356845
GO:0150063:visual system development,P2RY12,-2.503925239,-1.018960073,-0.419011063,3.98E-08,0.001031223,0.595161251,2.63E-07,0.002814642,1
GO:0150064:vertebrate eye-specific patterning,"C3, ITGAM",-1.473676904,-1.453495611,-1.801977979,0.001120688,0.127736847,0.372248965,0.003528734,0.21491002,0.501189633
GO:0150072:positive regulation of arginase activity,CD200,1.242262257,1.454866584,1.276483688,2.16E-07,9.70E-20,0.00187925,1.28E-06,1.02E-18,0.012640064
GO:0150074:positive regulation of protein-glutamine gamma-glutamyltransferase activity,CD200,1.242262257,1.454866584,1.276483688,2.16E-07,9.70E-20,0.00187925,1.28E-06,1.02E-18,0.012640064
GO:0150076:neuroinflammatory response,"ADCY1, ADCY8, NR3C1",-0.173938388,0.448843732,0.547918348,0.106129367,0.000118887,0.035151049,0.189895455,0.000346327,0.110705045
GO:0150077:regulation of neuroinflammatory response,"CD200, DAGLA, MMP3, MMP9, TNFRSF1B",-0.39125161,0.368374226,0.145505162,0.006334657,0.12664997,0.304111123,0.01533345,0.182278303,0.429605512
GO:0150078:positive regulation of neuroinflammatory response,"MMP8, TNF",-1.272263095,0.03375501,1.593194104,0.41904882,0.004691141,0.087783874,0.500302624,0.011053834,0.245186013
GO:0150079:negative regulation of neuroinflammatory response,"CD200, NR1D1, TNFRSF1B, TREM2",0.173726128,0.851126619,0.535966852,0.000889983,0.180928533,0.26082445,0.002752717,0.260397596,0.30267654
GO:0150093:amyloid-beta clearance by transcytosis,"LRP1, LRPAP1",-0.509245998,-0.630695233,-0.705641809,0.155915085,0.000252924,0.069579773,0.293679568,0.000736854,0.211922698
GO:0150094:amyloid-beta clearance by cellular catabolic process,"ABCA7, CD36, LDLR, LRP1, LRP4, MME, TREM2",-1.690090608,-1.9263067,-2.053836627,0.048433187,0.005444365,0.03072873,0.091775293,0.010801248,0.097945473
GO:0150098:glial cell-neuron signaling,TNFRSF1B,-1.034736305,0.10332971,-0.08312849,0.000251267,0.633249851,0.901764227,0.000926541,0.911391513,1
GO:0150099:neuron-glial cell signaling,"ADRA1A, ADRA1B, ADRA1D, GABBR1, GABBR2",-1.570470306,-1.86007996,-1.195664658,0.137109318,0.017357332,0.105313988,0.228493681,0.033335209,0.281347889
GO:0150102:negative regulation of monocyte activation,"CD33, FN1, LILRB4",0.316031368,1.139622693,1.072204819,0.178360154,0.125423611,0.189935223,0.254639898,0.190303389,0.357723508
GO:0150103:reactive gliosis,"GNAT2, ITGB1, KCNJ8, POMGNT1, POMT2",-0.212205846,-0.205161362,-0.205608375,0.071596046,0.310464136,0.326155157,0.124764712,0.382498318,0.447338563
GO:0150104:transport across blood-brain barrier,"ABCA2, ABCB1, ABCC1, ABCC2, ABCC3, ABCC4, ABCC5, ABCC9, ABCG2, AGER, ATP1A2, ATP1B2, ATP2A3, ATP2B4, ATP8A1, AVPR1A, AVPR1B, INSR, KCNJ8, LEPR, LRP1, LRP2, LRP3, MFSD2A, SLC12A2, SLC13A3, SLC15A2, SLC16A1, SLC16A2, SLC16A7, SLC19A1, SLC1A1, SLC1A2, SLC1A3, SLC1A4, SLC1A5, SLC22A1, SLC22A2, SLC22A3, SLC22A5, SLC22A8, SLC24A3, SLC28A2, SLC29A1, SLC29A2, SLC29A4, SLC2A1, SLC2A10, SLC2A13, SLC2A3, SLC2A4, SLC38A1, SLC38A3, SLC38A5, SLC44A1, SLC4A3, SLC4A4, SLC4A8, SLC5A1, SLC5A3, SLC5A5, SLC5A6, SLC6A1, SLC6A13, SLC6A17, SLC6A20, SLC6A6, SLC6A9, SLC7A1, SLC7A2, SLC7A3, SLC7A5, SLC7A8, SLC8A2, SLCO1C1, SLCO2B1, SLCO3A1, TFRC",-1.480596834,-1.570724187,-1.390465358,0.098504757,0.036374619,0.149137655,0.15298926,0.054669526,0.265169235
GO:0150106:regulation of protein localization to cell-cell junction,ZDHHC7,-0.651897063,-0.512702447,-0.305201936,7.78E-08,1.36E-10,0.234683102,4.94E-07,7.36E-10,0.563136039
GO:0150111:regulation of transepithelial transport,"CLDN19, CLDN3",-3.170173209,-2.183860267,0.132039925,7.60E-05,1.36E-07,0.501111205,0.000291088,5.68E-07,0.83902652
GO:0150129:positive regulation of interleukin-33 production,TNF,0.092558986,1.418645737,0.856255807,0.83793905,4.00E-06,0.161957969,1,1.45E-05,0.427660676
GO:0150172:regulation of phosphatidylcholine metabolic process,"ABCA3, MFSD2A",-0.124062204,-0.204623108,-0.089230518,0.003377846,5.98E-07,0.104957926,0.009759254,2.32E-06,0.27915207
GO:0150175:regulation of phosphatidylethanolamine metabolic process,MFSD2A,-1.082315046,-1.291967825,-1.216283958,0.00506677,8.97E-07,0.157436888,0.01463888,3.48E-06,0.418728066
GO:0150178:regulation of phosphatidylserine metabolic process,MFSD2A,-1.082315046,-1.291967825,-1.216283958,0.00506677,8.97E-07,0.157436888,0.01463888,3.48E-06,0.418728066
GO:0160006:Fc receptor-mediated immune complex endocytosis,FCER2,-1.114988976,-1.594181532,-4.829063653,0.110460033,0.000199455,0.000941305,0.228622385,0.000598525,0.007130987
GO:0160007:glutathione import into mitochondrion,SLC25A39,1.024208157,0.782649258,1.143105821,3.33E-12,5.22E-12,2.23E-06,3.72E-11,3.17E-11,4.39E-05
GO:0160021:maternal-to-zygotic transition of gene expression,TPRX1,1.019630346,1.084636546,2.779004215,0.115785568,0.022847345,0.000193445,0.237101942,0.049859725,0.001931727
GO:0160023:sneeze reflex,NMBR,-1.031463879,-1.418790445,-0.861784451,0.008444064,1.30E-06,0.232608258,0.023327097,4.96E-06,0.559628272
GO:0160024:Leydig cell proliferation,SIX5,-1.770622662,-1.873576787,-1.776418592,8.63E-09,8.19E-24,0.000145422,6.24E-08,1.12E-22,0.00153031
GO:0160025:sensory perception of itch,SCN11A,-1.087230177,-1.108855058,-2.014622902,0.001516362,5.02E-07,0.01008062,0.004867077,2.00E-06,0.049525762
GO:0160040:mitocytosis,PKD1,1.218559826,1.129342817,0.117081861,3.48E-06,8.54E-10,0.747095031,1.73E-05,4.34E-09,1
GO:0160042:purine nucleotide uniporter activity,SLC17A9,-1.47051056,-1.337230526,-2.655975982,0.000120799,2.62E-08,0.001690519,0.000470352,1.17E-07,0.011599972
GO:0160044:sulfate:chloride antiporter activity,SLC26A8,-2.383278988,-0.777419698,-1.052459833,1.74E-06,0.01457146,0.248005117,9.00E-06,0.033103626,0.586797445
GO:0160045:TMEM240-body,EMD,0.05526356,-0.197478032,-0.466058346,0.681164889,0.041210288,0.026321616,1,0.085405075,0.105705321
GO:0160049:negative regulation of cGAS/STING signaling pathway,"TREX1, ZDHHC18",-0.173714158,0.440076338,0.073121957,0.241483835,0.405900306,0.084866866,0.434186296,0.5,0.242519222
GO:0160054:microfibril assembly,THSD4,-3.259714459,-3.009165167,-2.866013421,1.58E-18,2.24E-50,3.29E-06,3.78E-17,1.35E-48,6.14E-05
GO:0160063:multi-pass transmembrane protein insertion into ER membrane,"CCDC47, NCLN, TMCO1, TMEM147, WDR83OS",0.113633002,-0.093712269,0.032290989,0.164359661,0.19909666,0.342044189,0.244602341,0.219498988,0.614321853
GO:0160064:multi-pass translocon complex,"CCDC47, NCLN, TMCO1, TMEM147, WDR83OS",0.039430782,-0.147259254,-0.014659518,0.117456428,0.142580601,0.259743791,0.174918179,0.157736127,0.486556523
GO:0160075:non-canonical inflammasome complex assembly,NR4A1,-2.084269911,-1.068816451,-1.293385911,3.66E-09,0.00050779,0.059341299,2.79E-08,0.001444359,0.199460151
GO:0160082:hypoxia-inducible factor-proline dioxygenase activity,P4HTM,0.236187666,0.308312826,0.288303451,0.10525844,0.020623763,0.267115464,0.219190493,0.045469784,0.62038106
GO:0160093:chordate pharynx development,"EDNRB, FOXE1",-2.583636547,-2.470111546,0.627079354,6.86E-05,1.31E-13,0.028682524,0.000264545,8.77E-13,0.11211514
GO:0160111:axonemal A tubule inner sheath,"SPAG8, TEKT5",-0.682226623,-0.068068903,-0.597160096,0.335342609,0.065612812,0.474615372,0.495905166,0.120231836,0.502606449
GO:0160128:pH-gated monoatomic ion channel activity,"ASIC1, ASIC3",1.804028056,1.967846512,1.262724417,2.40E-07,3.31E-14,0.020449354,1.39E-06,2.34E-13,0.081703443
GO:0160133:bicarbonate channel activity,"BEST1, BEST2",-0.610384376,-0.496017322,-1.41590146,0.120388716,0.036927639,0.112148503,0.220161292,0.073057531,0.276272377
GO:0160144:GDF15-GFRAL signaling pathway,GFRAL,1.438687523,1.491789212,0.886241601,0.034605147,0.001820386,0.241721472,0.082420159,0.00480335,0.576035364
GO:0170014:ankyrin-1 complex,"ANK1, AQP1, GYPA, GYPB, RHAG, RHCE, SLC4A1",-1.666417607,-0.710771038,0.181219475,0.138319387,0.127806955,0.144948786,0.157469391,0.147760739,0.298505177
GO:0180003:S-adenosyl-L-methionine:S-adenosyl-L-homocysteine antiporter activity,SLC25A26,-0.516976449,-0.76477031,-0.299719674,0.000208942,9.12E-16,0.289625299,0.000781157,7.31E-15,0.657198088
GO:0180009:broad specificity neutral L-amino acid:basic L-amino acid antiporter activity,SLC7A9,-2.52175639,-2.051480828,-3.829691753,9.79E-08,1.56E-15,0.001787303,6.12E-07,1.23E-14,0.012135777
GO:0180011:cytosolic mRNA polyadenylation,APP,-0.755145571,-0.573135804,-0.120732292,8.53E-06,2.09E-05,0.70547398,4.00E-05,7.03E-05,1
GO:1900004:negative regulation of serine-type endopeptidase activity,CR1,-2.006114949,-1.910087216,-0.927560297,9.98E-05,1.67E-12,0.31727679,0.000394474,1.06E-11,0.698735573
GO:1900005:positive regulation of serine-type endopeptidase activity,"CR1, SEMG1",-5.126443889,-4.872208666,-3.983869507,4.99E-05,8.36E-13,0.176730606,0.000197371,5.28E-12,0.41723342
GO:1900006:positive regulation of dendrite development,"ALK, LRP8, VLDLR, ZDHHC15",2.109033001,1.697089533,2.087121123,0.000313963,1.39E-07,0.013676636,0.001046595,5.51E-07,0.050749237
GO:1900015:regulation of cytokine production involved in inflammatory response,"PLD3, PLD4, TREM2",0.362083327,1.669787197,1.256090392,0.011376151,0.003838233,0.087449625,0.028057556,0.008894385,0.213865291
GO:1900016:negative regulation of cytokine production involved in inflammatory response,"ABCD1, ABCD2, ADCY7, EPHB2, EXTL3, F2, IL1R2, LILRB4, PPARA, SIRPA, TREM2",-0.508134283,-0.358149444,-0.554499651,0.042666642,0.100424756,0.122049881,0.083915482,0.122394121,0.226798707
GO:1900017:positive regulation of cytokine production involved in inflammatory response,"CD6, CLEC7A, HIF1A, IL17RA, IL17RC, IRF3, STAT3, TLR3, TLR4, TLR6, TNF",-1.201310337,-0.592772398,-0.524349099,0.162752071,0.088326863,0.251560268,0.217257753,0.135273304,0.453077803
GO:1900020:positive regulation of protein kinase C activity,"EGFR, WNT5A",-3.158427597,-2.854257558,-1.606038261,2.91E-22,2.05E-40,0.034901796,1.03E-20,7.13E-39,0.11311975
GO:1900024:regulation of substrate adhesion-dependent cell spreading,"CORO1C, PDPN, PTK2",-0.643247533,-0.607483131,-0.973516949,0.079029869,0.024271425,0.309821454,0.145647189,0.050862838,0.504000316
GO:1900025:negative regulation of substrate adhesion-dependent cell spreading,"CORO1C, EFNA5, FBLN1, POSTN, SPRY4, TACSTD2",-1.022181433,-1.160244315,-1.486598097,0.189370052,0.145809066,0.358544805,0.240424109,0.228628246,0.496030169
GO:1900026:positive regulation of substrate adhesion-dependent cell spreading,"BRAF, CALR, CSPG5, FERMT2, FGA, FGB, FGG, FLNA, HAS2, ILK, ITGB3, MYADM, NRP1, P4HB, RREB1, S100A10",-1.412156306,-1.619279727,-2.139669658,0.189874479,0.045389999,0.237333188,0.256620385,0.06938685,0.404759863
GO:1900027:regulation of ruffle assembly,"CAV1, CORO1C, ICAM1, P2RX4, RDX",-1.546616791,-1.464255834,-1.4136363,0.047284654,0.00732166,0.164522982,0.086997174,0.015426805,0.265937287
GO:1900028:negative regulation of ruffle assembly,TACSTD2,-6.508778136,-5.974952109,-6.462727797,2.18E-25,5.00E-75,4.17E-06,1.13E-23,9.24E-73,7.51E-05
GO:1900029:positive regulation of ruffle assembly,"NLGN1, P2RY12",-1.995623114,-1.24171014,-0.011667293,0.002824466,0.000687531,0.438475725,0.007797408,0.001876633,0.783759805
GO:1900034:regulation of cellular response to heat,"DNAJC2, HSF1",0.329630668,0.208524203,-0.256290202,0.27767199,0.384747288,0.463321264,0.431177801,0.500020127,0.685130205
GO:1900037:regulation of cellular response to hypoxia,USP19,0.011617418,-0.065437339,0.272897545,0.929705975,0.477231036,0.260233066,1,0.72528766,0.608656203
GO:1900038:negative regulation of cellular response to hypoxia,"DRD2, EPHA4, NFE2L2",-0.303028839,0.503207535,0.556655578,1.83E-14,1.46E-33,0.000155714,2.55E-13,3.56E-32,0.001415532
GO:1900039:positive regulation of cellular response to hypoxia,KCNK2,-1.796862478,-1.340306897,-1.139640985,0.001087627,0.000624676,0.280957303,0.003589786,0.00175637,0.643155133
GO:1900054:positive regulation of retinoic acid biosynthetic process,RDH10,-2.446870241,-1.396570125,-1.30749748,3.97E-18,5.56E-07,0.017492923,9.08E-17,2.20E-06,0.076610348
